BU,TransCt,Ave Mo TransCt,Earliest Date,First module,Latest Date,Last module,Month Start,Month End,Months Active,Days Active,Month Last Active,Days Last Active,ActivePastMonths,ActiveLast3Mos,ActiveLast6Mos,ActiveLast9Mos,ActiveLast12Mos,NotActive,isAM,isWeekend,Plug Ct,BrandID
S5418,204,102,19/05/2019, add_plug,29/06/2019, set_ssid,5,6,2,42,1,1,2,0,0,0,0,0,0,0,1,S
S5419,1,1,19/05/2019, registration,19/05/2019, registration,5,5,1,1,2,42,0,0,0,0,0,1,1,1,0,S
S5420,4,4,19/05/2019, login,19/05/2019, registration,5,5,1,1,2,42,0,0,0,0,0,1,0,1,0,S
S5421,3,3,19/05/2019, login,19/05/2019, registration,5,5,1,1,2,42,0,0,0,0,0,1,0,1,0,S
S543,470,39.16666667,06/07/2018, daily_consumption,29/06/2019, weekly_consumption,7,6,12,359,1,1,12,1,1,1,1,0,0,0,1,S
S5431,7,7,20/05/2019, login,20/05/2019, registration,5,5,1,1,2,41,0,0,0,0,0,1,1,0,0,S
S5432,5,5,20/05/2019, forgot_password,20/05/2019, registration,5,5,1,1,2,41,0,0,0,0,0,1,1,0,0,S
S5433,59,29.5,20/05/2019, add_plug,23/06/2019, set_ssid,5,6,2,35,1,7,2,0,0,0,0,0,0,0,1,S
S5435,3,3,20/05/2019, login,20/05/2019, registration,5,5,1,1,2,41,0,0,0,0,0,1,0,0,0,S
S5436,1,1,20/05/2019, registration,20/05/2019, registration,5,5,1,1,2,41,0,0,0,0,0,1,1,0,0,S
S5437,27,27,20/05/2019, add_plug,22/05/2019, set_ssid,5,5,1,3,2,39,0,0,0,0,0,1,0,0,1,S
S5438,2,2,20/05/2019, own_plug,20/05/2019, registration,5,5,1,1,2,41,0,0,0,0,0,1,0,0,0,S
S5439,7,3.5,20/05/2019, login,19/06/2019, registration,5,6,2,31,1,11,2,0,0,0,0,0,0,0,0,S
S5444,83,41.5,20/05/2019, add_plug,29/06/2019, weekly_consumption,5,6,2,41,1,1,2,0,0,0,0,0,0,0,1,S
S5448,450,225,21/05/2019, add_plug,17/06/2019, yearly_consumption,5,6,2,28,1,13,2,0,0,0,0,0,0,0,1,S
S5451,3,3,21/05/2019, olark_chat,21/05/2019, registration,5,5,1,1,2,40,0,0,0,0,0,1,0,0,0,S
S5452,3,3,21/05/2019, login,21/05/2019, registration,5,5,1,1,2,40,0,0,0,0,0,1,0,0,0,S
S5455,1,1,21/05/2019, registration,21/05/2019, registration,5,5,1,1,2,40,0,0,0,0,0,1,1,0,0,S
S5456,56,56,21/05/2019, add_plug,27/05/2019, set_ssid,5,5,1,7,2,34,0,0,0,0,0,1,0,0,1,S
S5457,2,2,21/05/2019, own_plug,21/05/2019, registration,5,5,1,1,2,40,0,0,0,0,0,1,0,0,0,S
S5458,1,1,21/05/2019, registration,21/05/2019, registration,5,5,1,1,2,40,0,0,0,0,0,1,1,0,0,S
S5460,282,141,21/05/2019, add_plug,28/06/2019, yearly_consumption,5,6,2,39,1,2,2,0,0,0,0,0,1,0,1,S
S5463,1,1,21/05/2019, registration,21/05/2019, registration,5,5,1,1,2,40,0,0,0,0,0,1,0,0,0,S
S5465,11,11,21/05/2019, login,22/05/2019, registration,5,5,1,2,2,39,0,0,0,0,0,1,0,0,0,S
S5466,21,10.5,21/05/2019, add_plug,10/06/2019, set_ssid,5,6,2,21,1,20,2,0,0,0,0,0,0,0,1,S
S5467,8,8,21/05/2019, add_plug,24/05/2019, set_ssid,5,5,1,4,2,37,0,0,0,0,0,1,1,0,0,S
S5468,3,3,21/05/2019, logout,22/05/2019, registration,5,5,1,2,2,39,0,0,0,0,0,1,1,0,0,S
S5469,2,2,22/05/2019, olark_chat,22/05/2019, own_plug,5,5,1,1,2,39,0,0,0,0,0,1,1,0,0,S
S5470,3,3,22/05/2019, login,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,1,0,0,S
S5471,3,3,22/05/2019, logout,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,0,0,0,S
S5472,1,1,22/05/2019, registration,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,1,0,0,S
S5473,3,3,22/05/2019, olark_chat,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,0,0,0,S
S5474,4,4,22/05/2019, login,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,0,0,0,S
S5475,6,6,22/05/2019, logout,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,0,0,0,S
S5476,1,1,22/05/2019, registration,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,1,0,0,S
S5479,3,3,22/05/2019, login,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,0,0,0,S
S5480,7,3.5,22/05/2019, login,26/06/2019, registration,5,6,2,36,1,4,2,0,0,0,0,0,0,0,0,S
S5481,8,8,22/05/2019, login,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,0,0,0,S
S5482,4,4,22/05/2019, login,22/05/2019, registration,5,5,1,1,2,39,0,0,0,0,0,1,0,0,0,S
S5483,2,2,22/05/2019, olark_chat,23/05/2019, registration,5,5,1,2,2,38,0,0,0,0,0,1,1,0,0,S
S5484,2,2,22/05/2019, own_plug,23/05/2019, registration,5,5,1,2,2,38,0,0,0,0,0,1,1,0,0,S
S5487,4,4,23/05/2019, login,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,1,0,0,S
S5488,18,18,23/05/2019, add_plug,25/05/2019, set_ssid,5,5,1,3,2,36,0,0,0,0,0,1,1,0,1,S
S5489,2,2,23/05/2019, own_plug,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,1,0,0,S
S5490,4,4,23/05/2019, logout,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,1,0,0,S
S5491,11,11,23/05/2019, add_plug,23/05/2019, set_ssid,5,5,1,1,2,38,0,0,0,0,0,1,0,0,1,S
S5492,7,7,23/05/2019, add_plug,23/05/2019, set_ssid,5,5,1,1,2,38,0,0,0,0,0,1,0,0,1,S
S5493,81,40.5,23/05/2019, add_plug,23/06/2019, weekly_consumption,5,6,2,32,1,7,2,0,0,0,0,0,0,0,1,S
S5494,1,1,23/05/2019, registration,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,1,0,0,S
S5495,6,6,23/05/2019, login,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,0,0,0,S
S5497,1,1,23/05/2019, registration,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,1,0,0,S
S5498,12,6,23/05/2019, daily_consumption,24/06/2019, update_profile,5,6,2,33,1,6,2,0,0,0,0,0,0,1,1,S
S5499,1,1,23/05/2019, registration,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,1,0,0,S
S5500,1,1,23/05/2019, registration,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,1,0,0,S
S5502,3,3,23/05/2019, own_plug,25/05/2019, registration,5,5,1,3,2,36,0,0,0,0,0,1,0,0,0,S
S5503,2,2,23/05/2019, own_plug,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,0,0,0,S
S5505,3,3,23/05/2019, login,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,0,0,0,S
S5506,4,4,23/05/2019, login,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,0,0,0,S
S5507,1,1,23/05/2019, registration,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,0,0,0,S
S5508,6,6,23/05/2019, forgot_password,25/05/2019, registration,5,5,1,3,2,36,0,0,0,0,0,1,0,0,0,S
S5509,1,1,23/05/2019, registration,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,0,0,0,S
S5510,2,2,23/05/2019, own_plug,23/05/2019, registration,5,5,1,1,2,38,0,0,0,0,0,1,0,0,0,S
S5512,3,3,23/05/2019, login,24/05/2019, registration,5,5,1,2,2,37,0,0,0,0,0,1,1,0,0,S
S5513,2,2,24/05/2019, olark_chat,24/05/2019, own_plug,5,5,1,1,2,37,0,0,0,0,0,1,1,0,0,S
S5514,191,95.5,24/05/2019, add_plug,27/06/2019, update_profile,5,6,2,35,1,3,2,0,0,0,0,0,0,0,1,S
S5515,3,3,24/05/2019, login,24/05/2019, registration,5,5,1,1,2,37,0,0,0,0,0,1,1,0,0,S
S5516,2,2,24/05/2019, own_plug,24/05/2019, registration,5,5,1,1,2,37,0,0,0,0,0,1,0,0,0,S
S5518,35,17.5,24/05/2019, add_plug,27/06/2019, set_ssid,5,6,2,35,1,3,2,0,0,0,0,0,1,1,1,S
S5519,205,102.5,24/05/2019, add_plug,25/06/2019, weekly_consumption,5,6,2,33,1,5,2,0,0,0,0,0,0,0,1,S
S5520,33,33,25/05/2019, add_plug,27/05/2019, set_ssid,5,5,1,3,2,34,0,0,0,0,0,1,0,0,2,S
S5521,34,17,25/05/2019, add_plug,28/06/2019, set_ssid,5,6,2,35,1,2,2,0,0,0,0,0,1,1,1,S
S5522,2,2,25/05/2019, own_plug,25/05/2019, registration,5,5,1,1,2,36,0,0,0,0,0,1,0,1,0,S
S5523,5,5,25/05/2019, login,25/05/2019, update_profile,5,5,1,1,2,36,0,0,0,0,0,1,0,1,0,S
S5524,4,4,25/05/2019, login,25/05/2019, registration,5,5,1,1,2,36,0,0,0,0,0,1,0,1,0,S
S5525,2,2,25/05/2019, own_plug,25/05/2019, registration,5,5,1,1,2,36,0,0,0,0,0,1,0,1,0,S
S5526,2,2,25/05/2019, own_plug,25/05/2019, registration,5,5,1,1,2,36,0,0,0,0,0,1,0,1,0,S
S5527,8,8,25/05/2019, login,26/05/2019, registration,5,5,1,2,2,35,0,0,0,0,0,1,0,1,0,S
S5529,10,5,25/05/2019, login,09/06/2019, set_consumption_alert,5,6,2,16,1,21,2,0,0,0,0,0,0,1,1,S
S5530,29,14.5,25/05/2019, own_plug,29/06/2019, set_schedule,5,6,2,36,1,1,2,0,0,0,0,0,1,0,1,S
S5532,3,3,25/05/2019, olark_chat,26/05/2019, registration,5,5,1,2,2,35,0,0,0,0,0,1,1,1,0,S
S5533,2,2,25/05/2019, own_plug,26/05/2019, registration,5,5,1,2,2,35,0,0,0,0,0,1,1,1,0,S
S5534,1,1,26/05/2019, registration,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,1,1,0,S
S5535,4,4,26/05/2019, login,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,1,1,0,S
S5536,1,1,26/05/2019, registration,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,1,1,0,S
S5538,2,2,26/05/2019, own_plug,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,0,1,0,S
S5539,1,1,26/05/2019, registration,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,1,1,0,S
S5540,123,61.5,26/05/2019, add_plug,26/06/2019, update_profile,5,6,2,32,1,4,2,0,0,0,0,0,0,0,1,S
S5541,2,2,26/05/2019, own_plug,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,0,1,0,S
S5546,1,1,26/05/2019, registration,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,1,1,0,S
S5547,97,48.5,26/05/2019, add_plug,26/06/2019, set_ssid,5,6,2,32,1,4,2,0,0,0,0,0,1,0,1,S
S5549,3,3,26/05/2019, login,26/05/2019, registration,5,5,1,1,2,35,0,0,0,0,0,1,0,1,0,S
S5550,1,1,27/05/2019, registration,27/05/2019, registration,5,5,1,1,2,34,0,0,0,0,0,1,1,0,0,S
S5553,1,1,27/05/2019, registration,27/05/2019, registration,5,5,1,1,2,34,0,0,0,0,0,1,1,0,0,S
S5554,27,13.5,27/05/2019, add_plug,27/06/2019, set_ssid,5,6,2,32,1,3,2,0,0,0,0,0,0,0,1,S
S5557,58,29,27/05/2019, add_plug,24/06/2019, update_profile,5,6,2,29,1,6,2,0,0,0,0,0,0,0,1,S
S5558,1,1,27/05/2019, registration,27/05/2019, registration,5,5,1,1,2,34,0,0,0,0,0,1,1,0,0,S
S5559,9,9,27/05/2019, add_plug,27/05/2019, set_ssid,5,5,1,1,2,34,0,0,0,0,0,1,0,0,0,S
S5561,1,1,27/05/2019, registration,27/05/2019, registration,5,5,1,1,2,34,0,0,0,0,0,1,0,0,0,S
S5562,10,10,27/05/2019, login,28/05/2019, registration,5,5,1,2,2,33,0,0,0,0,0,1,1,0,0,S
S5563,1,1,27/05/2019, registration,27/05/2019, registration,5,5,1,1,2,34,0,0,0,0,0,1,0,0,0,S
S5564,3,3,27/05/2019, login,27/05/2019, registration,5,5,1,1,2,34,0,0,0,0,0,1,0,0,0,S
S5565,1,1,28/05/2019, own_plug,28/05/2019, own_plug,5,5,1,1,2,33,0,0,0,0,0,1,1,0,1,S
S5566,7,7,28/05/2019, add_plug,28/05/2019, set_ssid,5,5,1,1,2,33,0,0,0,0,0,1,1,0,0,S
S5567,1,1,28/05/2019, registration,28/05/2019, registration,5,5,1,1,2,33,0,0,0,0,0,1,1,0,1,S
S557,17,1.545454545,09/07/2018, add_plug,03/05/2019, update_profile,7,5,11,299,2,58,0,0,0,0,0,1,0,0,1,S
S5577,14,14,03/06/2019, daily_consumption,29/06/2019, plug_on,6,6,1,27,1,1,1,0,0,0,0,0,1,0,1,S
S5578,31,31,03/06/2019, plug_off,29/06/2019, plug_on,6,6,1,27,1,1,1,0,0,0,0,0,1,0,1,S
S558,404,36.72727273,03/08/2018, daily_consumption,28/06/2019, yearly_consumption,8,6,11,330,1,2,11,1,1,1,0,0,1,0,2,S
S5587,10,10,18/06/2019, daily_consumption,28/06/2019, plug_on,6,6,1,11,1,2,1,0,0,0,0,0,0,0,1,S
S559,435,87,28/07/2018, add_plug,19/11/2018, yearly_consumption,7,11,5,115,8,223,0,0,0,0,0,1,0,1,0,S
S5620,7,7,10/06/2019, add_plug,19/06/2019, set_ssid,6,6,1,10,1,11,1,0,0,0,0,0,0,0,1,S
S5623,7,7,25/06/2019, login,25/06/2019, update_profile,6,6,1,1,1,5,1,0,0,0,0,0,0,0,0,S
S5629,7,7,04/06/2019, daily_consumption,26/06/2019, olark_chat,6,6,1,23,1,4,1,0,0,0,0,0,1,0,1,S
S5630,133,133,03/06/2019, daily_consumption,29/06/2019, yearly_consumption,6,6,1,27,1,1,1,0,0,0,0,0,1,0,1,S
S5632,12,12,03/06/2019, daily_consumption,03/06/2019, set_schedule,6,6,1,1,1,27,1,0,0,0,0,0,0,0,1,S
S5637,82,82,09/06/2019, add_plug,27/06/2019, weekly_consumption,6,6,1,19,1,3,1,0,0,0,0,0,1,0,1,S
S5639,7,7,03/06/2019, daily_consumption,25/06/2019, plug_on,6,6,1,23,1,5,1,0,0,0,0,0,0,0,1,S
S5647,74,74,03/06/2019, daily_consumption,28/06/2019, set_schedule,6,6,1,26,1,2,1,0,0,0,0,0,0,0,1,S
S5656,12,12,03/06/2019, add_plug,03/06/2019, set_ssid,6,6,1,1,1,27,1,0,0,0,0,0,1,0,1,S
S5658,1,1,03/06/2019, registration,03/06/2019, registration,6,6,1,1,1,27,1,0,0,0,0,0,1,0,0,S
S5659,2,2,03/06/2019, own_plug,03/06/2019, registration,6,6,1,1,1,27,1,0,0,0,0,0,0,0,0,S
S5660,7,7,03/06/2019, add_plug,03/06/2019, set_ssid,6,6,1,1,1,27,1,0,0,0,0,0,0,0,1,S
S5661,2,2,03/06/2019, own_plug,03/06/2019, registration,6,6,1,1,1,27,1,0,0,0,0,0,0,0,0,S
S5662,32,32,03/06/2019, daily_consumption,28/06/2019, yearly_consumption,6,6,1,26,1,2,1,0,0,0,0,0,0,0,1,S
S5663,3,3,03/06/2019, own_plug,03/06/2019, update_profile,6,6,1,1,1,27,1,0,0,0,0,0,0,0,0,S
S5664,2,2,03/06/2019, own_plug,03/06/2019, registration,6,6,1,1,1,27,1,0,0,0,0,0,0,0,0,S
S5665,1,1,03/06/2019, registration,03/06/2019, registration,6,6,1,1,1,27,1,0,0,0,0,0,0,0,0,S
S5666,8,8,03/06/2019, add_plug,04/06/2019, set_ssid,6,6,1,2,1,26,1,0,0,0,0,0,0,0,1,S
S5667,31,31,03/06/2019, add_plug,18/06/2019, set_ssid,6,6,1,16,1,12,1,0,0,0,0,0,0,0,1,S
S5669,12,12,03/06/2019, login,29/06/2019, registration,6,6,1,27,1,1,1,0,0,0,0,0,1,0,0,S
S567,5,2.5,03/08/2018, login,27/09/2018, update_profile,8,9,2,56,10,276,0,0,0,0,0,1,1,0,0,S
S5673,44,44,11/06/2019, daily_consumption,29/06/2019, weekly_consumption,6,6,1,19,1,1,1,0,0,0,0,0,0,0,1,S
S5674,98,98,09/06/2019, add_plug,29/06/2019, yearly_consumption,6,6,1,21,1,1,1,0,0,0,0,0,0,0,1,S
S5680,109,109,10/06/2019, add_plug,29/06/2019, weekly_consumption,6,6,1,20,1,1,1,0,0,0,0,0,0,0,1,S
S5682,2,2,28/06/2019, logout,28/06/2019, olark_chat,6,6,1,1,1,2,1,0,0,0,0,0,1,0,0,S
S5685,148,148,09/06/2019, add_plug,29/06/2019, weekly_consumption,6,6,1,21,1,1,1,0,0,0,0,0,0,0,1,S
S57,127,12.7,06/07/2018, daily_consumption,10/04/2019, yearly_consumption,7,4,10,279,3,81,0,0,0,0,0,1,0,0,1,S
S5709,33,33,18/06/2019, delete_plug,27/06/2019, plug_on,6,6,1,10,1,3,1,0,0,0,0,0,0,0,0,S
S5713,38,38,11/06/2019, daily_consumption,29/06/2019, weekly_consumption,6,6,1,19,1,1,1,0,0,0,0,0,0,0,1,S
S5718,1,1,10/06/2019, olark_chat,10/06/2019, olark_chat,6,6,1,1,1,20,1,0,0,0,0,0,0,0,1,S
S572,521,43.41666667,05/07/2018, daily_consumption,29/06/2019, service_request_cleaning,7,6,12,360,1,1,12,1,1,1,1,0,0,0,1,S
S5720,5,5,10/06/2019, login,10/06/2019, olark_chat,6,6,1,1,1,20,1,0,0,0,0,0,0,0,0,S
S5740,17,17,09/06/2019, add_plug,18/06/2019, set_ssid,6,6,1,10,1,12,1,0,0,0,0,0,0,0,1,S
S5744,59,59,10/06/2019, add_plug,20/06/2019, set_ssid,6,6,1,11,1,10,1,0,0,0,0,0,0,0,1,S
S5745,60,60,09/06/2019, daily_consumption,28/06/2019, weekly_consumption,6,6,1,20,1,2,1,0,0,0,0,0,1,0,1,S
S5749,25,25,09/06/2019, daily_consumption,26/06/2019, set_schedule,6,6,1,18,1,4,1,0,0,0,0,0,0,0,1,S
S5753,4,4,10/06/2019, plug_off,11/06/2019, plug_on,6,6,1,2,1,19,1,0,0,0,0,0,0,0,1,S
S5754,93,93,27/06/2019, add_plug,28/06/2019, set_ssid,6,6,1,2,1,2,1,0,0,0,0,0,0,0,1,S
S5755,17,17,09/06/2019, add_plug,10/06/2019, set_ssid,6,6,1,2,1,20,1,0,0,0,0,0,0,0,0,S
S5767,21,21,10/06/2019, add_plug,27/06/2019, set_ssid,6,6,1,18,1,3,1,0,0,0,0,0,0,0,1,S
S5782,71,71,09/06/2019, daily_consumption,27/06/2019, yearly_consumption,6,6,1,19,1,3,1,0,0,0,0,0,0,0,1,S
S5783,3,3,09/06/2019, login,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,1,1,0,S
S5784,3,3,09/06/2019, olark_chat,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5785,41,41,09/06/2019, add_plug,26/06/2019, set_ssid,6,6,1,18,1,4,1,0,0,0,0,0,0,1,1,S
S5786,16,16,09/06/2019, add_plug,10/06/2019, set_ssid,6,6,1,2,1,20,1,0,0,0,0,0,0,0,2,S
S5787,144,144,09/06/2019, add_plug,28/06/2019, weekly_consumption,6,6,1,20,1,2,1,0,0,0,0,0,0,0,1,S
S5788,1,1,09/06/2019, registration,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,1,1,0,S
S5789,9,9,09/06/2019, login,10/06/2019, registration,6,6,1,2,1,20,1,0,0,0,0,0,0,1,0,S
S5791,1,1,09/06/2019, registration,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5792,5,5,09/06/2019, login,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5793,3,3,09/06/2019, olark_chat,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5794,2,2,09/06/2019, own_plug,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5795,3,3,09/06/2019, login,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5796,2,2,09/06/2019, own_plug,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5797,1,1,09/06/2019, registration,09/06/2019, registration,6,6,1,1,1,21,1,0,0,0,0,0,0,1,0,S
S5798,3,3,10/06/2019, login,10/06/2019, olark_chat,6,6,1,1,1,20,1,0,0,0,0,0,1,0,0,S
S5799,3,3,10/06/2019, login,10/06/2019, own_plug,6,6,1,1,1,20,1,0,0,0,0,0,1,0,0,S
S5800,12,12,10/06/2019, add_plug,10/06/2019, update_profile,6,6,1,1,1,20,1,0,0,0,0,0,1,0,1,S
S5801,1,1,10/06/2019, registration,10/06/2019, registration,6,6,1,1,1,20,1,0,0,0,0,0,1,0,0,S
S5802,2,2,10/06/2019, own_plug,10/06/2019, registration,6,6,1,1,1,20,1,0,0,0,0,0,1,0,0,S
S5804,1,1,10/06/2019, registration,10/06/2019, registration,6,6,1,1,1,20,1,0,0,0,0,0,1,0,1,S
S5805,3,3,10/06/2019, login,10/06/2019, registration,6,6,1,1,1,20,1,0,0,0,0,0,0,0,0,S
S5806,2,2,10/06/2019, own_plug,10/06/2019, registration,6,6,1,1,1,20,1,0,0,0,0,0,0,0,0,S
S5807,5,5,10/06/2019, login,10/06/2019, registration,6,6,1,1,1,20,1,0,0,0,0,0,0,0,0,S
S5808,2,2,11/06/2019, olark_chat,11/06/2019, own_plug,6,6,1,1,1,19,1,0,0,0,0,0,1,0,0,S
S5809,1,1,11/06/2019, login,11/06/2019, login,6,6,1,1,1,19,1,0,0,0,0,0,1,0,0,S
S5811,1,1,11/06/2019, registration,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,1,0,0,S
S5812,2,2,11/06/2019, own_plug,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,1,0,0,S
S5813,8,8,11/06/2019, forgot_password,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,1,0,0,S
S5817,2,2,11/06/2019, own_plug,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5818,3,3,11/06/2019, login,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5819,18,18,11/06/2019, add_plug,27/06/2019, set_ssid,6,6,1,17,1,3,1,0,0,0,0,0,0,0,1,S
S5820,4,4,11/06/2019, login,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5821,2,2,11/06/2019, own_plug,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5825,5,5,11/06/2019, login,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5826,2,2,11/06/2019, own_plug,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5832,2,2,11/06/2019, login,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5833,1,1,11/06/2019, registration,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5834,1,1,11/06/2019, registration,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5840,3,3,11/06/2019, login,11/06/2019, registration,6,6,1,1,1,19,1,0,0,0,0,0,0,0,0,S
S5851,1,1,26/06/2019, olark_chat,26/06/2019, olark_chat,6,6,1,1,1,4,1,0,0,0,0,0,0,0,1,S
S587,268,22.33333333,05/07/2018, daily_consumption,20/06/2019, update_profile,7,6,12,351,1,10,2,0,0,0,0,0,0,0,1,S
S5870,1,1,20/06/2019, daily_consumption,20/06/2019, daily_consumption,6,6,1,1,1,10,1,0,0,0,0,0,1,0,1,S
S5889,9,9,17/06/2019, daily_consumption,27/06/2019, set_schedule,6,6,1,11,1,3,1,0,0,0,0,0,0,0,1,S
S5893,63,63,18/06/2019, add_plug,29/06/2019, set_ssid,6,6,1,12,1,1,1,0,0,0,0,0,1,0,1,S
S5905,54,54,17/06/2019, daily_consumption,27/06/2019, plug_on,6,6,1,11,1,3,1,0,0,0,0,0,0,0,1,S
S5911,2,2,17/06/2019, daily_consumption,17/06/2019, realtime_data,6,6,1,1,1,13,1,0,0,0,0,0,0,0,1,S
S5914,15,15,23/06/2019, daily_consumption,28/06/2019, plug_off,6,6,1,6,1,2,1,0,0,0,0,0,1,1,1,S
S5915,2,2,24/06/2019, plug_off,25/06/2019, plug_off,6,6,1,2,1,5,1,0,0,0,0,0,1,0,1,S
S5916,32,32,17/06/2019, add_plug,25/06/2019, set_ssid,6,6,1,9,1,5,1,0,0,0,0,0,1,0,1,S
S5918,14,14,17/06/2019, daily_consumption,18/06/2019, set_plug_amount,6,6,1,2,1,12,1,0,0,0,0,0,1,0,1,S
S5919,5,5,23/06/2019, logout,26/06/2019, olark_chat,6,6,1,4,1,4,1,0,0,0,0,0,0,1,0,S
S592,3,0.5,21/08/2018, daily_consumption,29/01/2019, olark_chat,8,1,6,162,6,152,0,0,0,0,0,1,1,0,1,S
S5920,125,125,17/06/2019, daily_consumption,26/06/2019, weekly_consumption,6,6,1,10,1,4,1,0,0,0,0,0,0,0,1,S
S5922,5,5,17/06/2019, daily_consumption,29/06/2019, plug_off,6,6,1,13,1,1,1,0,0,0,0,0,1,1,1,S
S593,43,10.75,05/07/2018, daily_consumption,07/10/2018, update_profile,7,10,4,95,9,266,0,0,0,0,0,1,0,1,0,S
S5932,14,14,24/06/2019, add_plug,24/06/2019, set_ssid,6,6,1,1,1,6,1,0,0,0,0,0,0,0,1,S
S5944,57,57,17/06/2019, add_plug,26/06/2019, weekly_consumption,6,6,1,10,1,4,1,0,0,0,0,0,0,0,1,S
S5948,1,1,17/06/2019, login,17/06/2019, login,6,6,1,1,1,13,1,0,0,0,0,0,1,0,0,S
S5949,1,1,17/06/2019, registration,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,1,0,0,S
S5950,3,3,17/06/2019, login,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,1,0,0,S
S5951,166,166,17/06/2019, add_plug,28/06/2019, set_ssid,6,6,1,12,1,2,1,0,0,0,0,0,1,0,1,S
S5952,5,5,17/06/2019, login,23/06/2019, registration,6,6,1,7,1,7,1,0,0,0,0,0,1,0,0,S
S5953,1,1,17/06/2019, registration,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,1,0,0,S
S5954,3,3,17/06/2019, login,18/06/2019, registration,6,6,1,2,1,12,1,0,0,0,0,0,1,0,1,S
S5957,1,1,17/06/2019, registration,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,1,0,0,S
S5958,30,30,17/06/2019, add_plug,18/06/2019, set_ssid,6,6,1,2,1,12,1,0,0,0,0,0,0,0,1,S
S5959,1,1,17/06/2019, registration,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,1,0,0,S
S5960,2,2,17/06/2019, login,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,0,0,0,S
S5961,8,8,17/06/2019, login,18/06/2019, registration,6,6,1,2,1,12,1,0,0,0,0,0,1,0,0,S
